行政区域,项目名称,项目位置,土地用途,行业分类,面积(公顷),供地方式,土地使用年限,成交价(万元),约定容积率,合同签订日期,数据来源,数据写入日期
高县,杨俊波、杨航、胡海、马玉光,沙河镇天府村,城镇住宅用地,房地产业,5.790700,拍卖出让,70,3700.2573,下限:1.00上限:2.30,2020年08月26日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=16d862db-fc7b-43b3-96a7-e152617b0ebb,2020-08-24 18:38:28
宣汉县,正原微玻纤五期,宣汉县普光微玻纤新材料产业园,工业用地,其它,10.365200,挂牌出让,10,543.4344,下限:0.70上限:,2020年08月25日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=eab95c7a-1451-4ca1-b008-f64654da614e,2020-08-24 18:38:31
金堂县,中电建成都建筑工业化有限责任公司,成都环保应急产业功能区内（三溪片区），北临玉圣路，南临项目用地，西临公园绿地，东临公园绿地,工业用地,制造业,13.383761,挂牌出让,20,1463.5142,下限:1.00上限:3.00,2020年08月24日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=17cbb795-4191-4ec5-bfcc-633249281fb8,2020-08-24 18:38:33
德阳市本级,EPE新材料技术开发及应用项目（华良）,市区岷山南路东侧,工业用地,塑料制品业,0.720268,挂牌出让,50,146.9347,下限:0.70上限:,2020年08月24日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c39cec8d-f3b2-4139-8c03-e0d688bd8fb8,2020-08-24 18:38:36
德昌县,德昌县K-2740号地块,德昌县东干道南延线东侧,城镇住宅用地,房地产业,4.007429,拍卖出让,城镇住宅用地70年;其他商服用地40年;,14000.0000,下限:1.00上限:2.00,2020年08月21日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b1e8ac93-1dee-480b-91ca-dcefaf473ff1,2020-08-24 18:38:38
青川县,青川县国资大厦建设项目,青川县城新城区北井坝组团(北井坝大桥北端),商务金融用地,房屋和土木工程业,0.125122,拍卖出让,40,248.0000,下限:上限:3.00,2020年08月20日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0efd43ac-d460-4ba0-8a54-fd03ece93bfa,2020-08-24 18:38:40
名山县,杰伶雅苑三期,名山城区蒙顶山大道,城镇住宅用地,房地产业,4.051943,拍卖出让,70,17625.9521,下限:1.00上限:2.50,2020年08月20日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1aab0a64-8172-4952-b5d2-09c66de2c743,2020-08-24 18:38:43
成都市本级,金牛区营门口街道茶店子村2、5、6组住宅项目,金牛区营门口街道茶店子村2、5、6组,城镇住宅用地,房地产业,2.694225,拍卖出让,70,145486.8000,下限:1.00上限:3.00,2020年08月20日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=90a41fb0-e6c1-4e36-b00d-ee7fa386f733,2020-08-24 18:38:45
龙泉驿区,成都华侨城锦华投资有限公司,龙泉驿区东安湖片区董郎路以西、环湖南路以北,商务金融用地,文化、体育和娱乐业,5.439418,拍卖出让,40,8369.6746,下限:上限:1.00,2020年08月20日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ea3139e1-8a92-4cc1-911a-f3ad9daea523,2020-08-24 18:38:47
广汉市,广汉市城乡建设发展有限公司,小汉镇,公用设施用地,建筑业,1.336160,挂牌出让,50,400.8480,下限:1.00上限:,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=522c3d64-6c32-4573-bca0-b71862136d97,2020-08-24 18:38:50
广汉市,广汉市金工机械有限公司,三星堆镇楠林村（原西外乡楠林村）,工业用地,电气机械及器材制造业,0.111519,挂牌出让,20,12.5250,下限:0.80上限:,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5b4c511a-d7f8-4517-a041-c2db49e8a985,2020-08-24 18:38:52
广汉市,四川六脉科技创新产业发展有限公司,白琮路与高新路交汇处东北侧,工业用地,科学研究、技术服务和地质勘查业,7.494097,挂牌出让,50,2076.2127,下限:1.20上限:,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a46a8265-49fd-4b7d-977f-8cb34ad2b739,2020-08-24 18:38:55
绵阳市本级,工业,经开区松垭镇福新社区（原方山寺村）和活观音社区,工业用地,通用设备制造业,2.412352,挂牌出让,50,1443.9911,下限:1.00上限:3.00,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b1191e70-e20a-41ea-967d-46425db19103,2020-08-24 18:38:57
广汉市,广汉市弘源建设发展有限公司,航空路与规划道路西侧,商务金融用地,建筑业,4.626049,挂牌出让,40,9159.5771,下限:上限:2.50,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d05ec1fc-a1fd-40b9-9906-514299ea96b3,2020-08-24 18:38:59
南部县,火车站物流园,南部县老鸦镇、南隆镇,批发市场用地,装卸搬运和其他运输服务业,6.226000,挂牌出让,40,2577.4960,下限:1.00上限:1.60,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d54207ed-dd6a-4f07-81d4-8a4659323693,2020-08-24 18:39:02
自贡市本级,大安旧城C-01地块,大安旧城C-01地块,交通服务场站用地,城市公共交通业,0.182500,挂牌出让,50,221.7375,下限:上限:,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d956f695-00f6-41c3-a1ce-7ebe46594fb5,2020-08-24 18:39:04
广汉市,广汉市弘源建设发展有限公司,航空路与规划道路西北侧,商务金融用地,房地产业,4.568023,挂牌出让,40,9044.6856,下限:上限:2.50,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e2c4350f-fbce-4af8-b697-8389d24f8324,2020-08-24 18:39:06
成都市本级,成华区保和街道东升社区2组、东虹社区4、5组、集体地块,成华区保和街道东升社区2组、东虹社区4、5组、集体地块,城镇住宅用地,房地产业,6.084185,拍卖出让,70,194692.8000,下限:1.00上限:2.00,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=fd7dbdd8-5942-41f9-9502-da561514f366,2020-08-24 18:39:08
广汉市,广汉鸿达硬质合金有限责任公司,小汉镇,工业用地,金属制品业,0.467920,挂牌出让,47,175.5000,下限:1.20上限:,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=386c30b9-4b32-4a9d-a105-3ab041514da0,2020-08-24 18:39:11
广汉市,广汉市弘源建设发展有限公司,金杖路与航空路交汇处西北侧,其他商服用地,房地产业,2.354317,挂牌出让,40,4661.5477,下限:上限:2.00,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=89234046-01ea-4265-b08a-6ac0b18e5871,2020-08-24 18:39:13
雅安市本级,四川雅安经济开发区B-13-23-2,名山区永兴街道、草坝镇,工业用地,农副食品加工业,1.185797,挂牌出让,50,125.0000,下限:1.00上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0b2ef6ec-1569-45e8-9bb0-50ce2101a43e,2020-08-24 18:39:15
龙泉驿区,成都华侨城锦华投资有限公司,龙泉驿区东安湖片区岐山寺路以南,城镇住宅用地,房地产业,21.808642,拍卖出让,城镇住宅用地70年;商务金融用地40年;,113738.8773,下限:上限:2.27,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2908fa18-40d7-459c-a6a8-34bd79f2c296,2020-08-24 18:39:18
峨眉山市,峨眉山发展（控股）有限责任公司,峨眉山市峨九路与彭桥河交界的东南侧,零售商业用地,零售业,4.793953,挂牌出让,40,4818.0000,下限:上限:2.00,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4535c6c6-0b11-4cfd-bdcd-12e75ba3bcd9,2020-08-24 18:39:20
长宁县,古河镇国有建设用地使用权挂牌出让,古河镇红色村,工业用地,农副食品加工业,0.256373,挂牌出让,50年,47.4290,下限:1.00上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4884ebac-dd04-4c94-871e-f7a9ea430542,2020-08-24 18:39:23
雅安市本级,四川雅安经济开发区B-13-23-4,草坝镇,工业用地,农副食品加工业,4.344003,挂牌出让,50,457.0000,下限:1.00上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6cbdd092-3c2d-41bb-b016-afc35791c748,2020-08-24 18:39:25
广汉市,广汉市众工机械有限责任公司,川陕公路旁,工业用地,电气机械及器材制造业,0.603050,挂牌出让,20,79.6400,下限:1.20上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a7d72551-76c4-4900-bc50-318783f3edf8,2020-08-24 18:39:28
长宁县,古河镇国有建设用地使用权挂牌出让,古河镇红色村,工业用地,农副食品加工业,0.163537,挂牌出让,50,30.2543,下限:1.00上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bdb55caa-c7a6-438a-b84e-c74c28321cba,2020-08-24 18:39:30
广汉市,四川省广鸥置业有限公司,滨湖路与益学路交汇处西北侧,商务金融用地,房地产业,1.474083,挂牌出让,40,1658.3434,下限:上限:1.50,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d7e74fdc-4840-4eaa-894b-f71244c79b51,2020-08-24 18:39:32
广安区,广罗GL2019—1号,广安区,其他商服用地,其他服务业,0.397800,挂牌出让,40,1110.0000,下限:上限:0.50,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=de4f8a0a-fcd7-4689-b450-8fccd3c12891,2020-08-24 18:39:35
渠县,渠县经济开发区GYY2019A13-1地块,渠县经济开发区,工业用地,畜牧业,1.000000,挂牌出让,50,345.0000,下限:1.20上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e8b884bd-7113-48bc-9961-2ea588122132,2020-08-24 18:39:37
广汉市,四川省广鸥置业有限公司,滨湖路与益学路交汇处西北侧,商务金融用地,房地产业,1.474083,挂牌出让,40,1658.3434,下限:上限:1.50,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d7e74fdc-4840-4eaa-894b-f71244c79b51,2020-08-24 18:39:40
广安区,广罗GL2019—1号,广安区,其他商服用地,其他服务业,0.397800,挂牌出让,40,1110.0000,下限:上限:0.50,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=de4f8a0a-fcd7-4689-b450-8fccd3c12891,2020-08-24 18:39:42
渠县,渠县经济开发区GYY2019A13-1地块,渠县经济开发区,工业用地,畜牧业,1.000000,挂牌出让,50,345.0000,下限:1.20上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e8b884bd-7113-48bc-9961-2ea588122132,2020-08-24 18:39:45
雅安市本级,四川雅安经济开发区B-13-23-1,雅安市名山区永兴街道,工业用地,农副食品加工业,1.501265,挂牌出让,50,158.0000,下限:0.80上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=eb30e41b-9de4-424d-9b75-69c1c4b62073,2020-08-24 18:39:47
广元市本级,拍卖土地,广元市利州区东坝办事处城北片区瓷莲路东南侧、瓷莲路公交首末站东侧（原瓷莲路弃土场）,城镇住宅用地,房地产业,9.840729,拍卖出让,城镇住宅用地70年;其他商服用地40年;,76850.0000,下限:1.00上限:2.50,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=21271dd0-ae36-44a5-be34-d9cdf0807223,2020-08-24 18:39:50
广汉市,四川维尔金属制品有限公司,小汉镇,工业用地,金属制品业,0.397470,挂牌出让,46,149.0513,下限:1.20上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=49744659-fa9e-4cb6-9df1-4101fdd83318,2020-08-24 18:39:52
广汉市,四川浪度家私有限公司,高雄路南侧,零售商业用地,家具制造业,1.978240,挂牌出让,40,1790.3072,下限:上限:3.00,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=61469d8d-0e2a-4191-b34b-65b8d08357fc,2020-08-24 18:39:55
渠县,渠城西区七QCX1406地块项目,渠江镇渠光社区1组、南坝1.3.4组,城镇住宅用地,房地产业,6.236400,拍卖出让,城镇住宅用地70年;其他商服用地40年;,20995.0000,下限:1.00上限:2.50,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2809a2b8-563c-4e43-af18-f3b2c0ed40c3,2020-08-24 18:39:57
沐川县,四川乐乐山生态农业有限公司,沐川县富新镇罗柘村2组,工业用地,饮料制造业,0.738112,挂牌出让,50,106.0000,下限:1.00上限:,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5af2a029-1261-4693-8a16-421d7b05dbdc,2020-08-24 18:40:00
大英县,娱乐康体用地（酒店和会议中心）,盐井街道太吉村,其他商服用地,其他服务业,1.017400,挂牌出让,40,1037.6800,下限:1.00上限:1.20,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6b6a7c58-452f-4a4e-84f9-00dd9563685b,2020-08-24 18:40:02
德阳市本级,轨道交通装备制造基地项目(天元重工）,市区浔湖路与昆仑山路交会处东北角,工业用地,专用设备制造业,3.666680,挂牌出让,50,523.6020,下限:0.70上限:,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9d452352-2208-41ca-9ae8-8848e05f7bbc,2020-08-24 18:40:05
大英县,娱乐康体用地（合院等附属）,盐井街道太吉村,其他商服用地,其他服务业,3.228300,挂牌出让,40,3292.5600,下限:1.00上限:1.20,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=aa5d5250-55d4-4e5d-86bf-3f45362648a6,2020-08-24 18:40:08
仁寿县,四川金瑞中铁置业有限公司,黑龙滩镇茶山村,城镇住宅用地,房地产业,4.620321,拍卖出让,70,9430.0000,下限:1.00上限:1.02,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=eb93b1db-c249-4a7e-92ec-257e9a0189de,2020-08-24 18:40:10
渠县,渠城西区七QCX1405地块项目,渠江镇渠光社区1组、南坝1.3.4组,城镇住宅用地,房地产业,4.209500,拍卖出让,城镇住宅用地70年;其他商服用地40年;,17005.0000,下限:1.00上限:3.00,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c570d783-0cbb-42be-9f62-db438d9a8698,2020-08-24 18:40:12
彭山县,眉山苏宁采购有限公司,青龙街道工业大道东侧,工业用地,装卸搬运和其他运输服务业,33.333350,挂牌出让,50,4273.0000,下限:1.00上限:,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ec18e160-ea0a-4c08-bf88-70ea06bd3365,2020-08-24 18:40:15
合江县,县城西扩天立学校斜对面经纬房地产商住项目,县城西扩天立学校斜对面,城镇住宅用地,房地产业,5.383457,拍卖出让,70,16554.1395,下限:1.00上限:1.80,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=398484e8-f840-42ce-86e2-3f4b99bb740a,2020-08-24 18:40:17
绵竹市,绵竹市九绵产业投资有限公司,绵竹市汉旺镇武都片区（九绵产业园）JM-B-10号地块内,工业用地,制造业,1.656019,挂牌出让,50,223.3116,下限:0.70上限:1.50,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7a21d8fe-2222-4a0b-8256-302870050be2,2020-08-24 18:40:20
绵竹市,绵竹市九绵产业投资有限公司,绵竹市汉旺镇武都片区（九绵产业园）JM-B-13号地块内,工业用地,制造业,0.478409,挂牌出让,50,57.4400,下限:0.70上限:1.50,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c19b5629-85cb-492f-9091-5315a63974e0,2020-08-24 18:40:22
绵竹市,绵竹市九绵产业投资有限公司,绵竹市汉旺镇武都片区（九绵产业园）JM-B-16号地块内,工业用地,制造业,1.766810,挂牌出让,50,245.9200,下限:0.70上限:1.50,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=dd476ed2-5da2-4beb-b959-0c1713e3658e,2020-08-24 18:40:25
宣汉县,正原微玻纤四期,宣汉县普光微玻纤新材料产业园,工业用地,其它,8.053000,挂牌出让,10,434.8620,下限:0.50上限:,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6d016b0c-fb49-4a80-babe-25672ba6ce72,2020-08-24 18:40:27
南江县,大河液化气充装站,南江县大河镇,其他商服用地,燃气生产和供应业,0.239120,拍卖出让,40,137.2549,下限:0.22上限:0.22,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=725c5446-69ea-4ac0-ae69-0c851c4ecb73,2020-08-24 18:40:30
绵竹市,绵竹市九绵产业投资有限公司,绵竹市汉旺镇武都片区（九绵产业园）JM-B-18号地块内,工业用地,制造业,2.343164,挂牌出让,50,356.4210,下限:0.70上限:1.50,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b4f558a3-11e8-4540-9aee-da7e911fd292,2020-08-24 18:40:32
宣汉县,门气站项目,宣汉县普光工业园,公用设施用地,燃气生产和供应业,0.496357,挂牌出让,50,134.0172,下限:0.50上限:,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d19d2d3a-dfe4-4525-921e-05b5b1d811b7,2020-08-24 18:40:35
合江县,殡仪服务中心,符阳街道山顶上村3、4社,殡葬用地,其他服务业,1.302600,挂牌出让,50,742.4820,下限:上限:0.60,2020年08月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=01cfcaa2-477f-42b6-8136-2d8ae9afacfc,2020-08-24 18:40:37
蒲江县,成都睿欣源生物科技有限责任公司,蒲江县县城工业园区，东临欣亿康，南临规划道路，其余侧临空地,工业用地,食品制造业,4.190094,挂牌出让,20,402.2490,下限:1.00上限:3.00,2020年08月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2c922a7a-f1a9-45bf-94b0-0b96ef0f16ff,2020-08-24 18:40:40
蒲江县,成都科银金属制品有限公司,蒲江县寿安工业园区，西临青蒲路，其余侧临空地,工业用地,金属制品业,0.992000,挂牌出让,20,95.2320,下限:1.00上限:3.00,2020年08月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=30d60f6c-069d-4a0c-8e77-6abf233acecf,2020-08-24 18:40:42
蒲江县,四川昶智装修装饰有限公司,蒲江县寿安工业园区，南临博世路，东临新园四路，其余侧临空地,工业用地,金属制品业,1.405102,挂牌出让,20,134.8896,下限:1.00上限:,2020年08月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=32bb6373-7b9d-47b0-a0dd-92467515b30b,2020-08-24 18:40:44
合江县,先市酱油厂,先市镇洋石桥村2社,工业用地,食品制造业,0.172900,挂牌出让,50,35.0123,下限:1.00上限:,2020年08月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3e7e649b-01cc-423d-a99c-c8461ac8e100,2020-08-24 18:40:46
蒲江县,成都浆中浆精酿啤酒有限公司,蒲江县寿安工业园区，西临青蒲路，南侧新园四路，其余侧临空地,工业用地,食品制造业,2.651886,挂牌出让,20,254.5811,下限:1.00上限:3.00,2020年08月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4407d1ab-67db-4e06-af6a-8d1919bd5bd8,2020-08-24 18:40:49
蒲江县,成都中环锅炉设备制造有限公司,蒲江县寿安工业园区，东临味大师，西临隆润机电，北临万事兴包装，南临青蒲路,工业用地,通讯设备、计算机及其他电子设备制造业,1.196525,挂牌出让,20,114.8666,下限:1.00上限:,2020年08月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=45d67499-9175-4d92-a776-637cb850d70a,2020-08-24 18:40:51
高县,杨俊波、杨航、胡海、马玉光,沙河镇天府村,城镇住宅用地,房地产业,5.790700,拍卖出让,70,3700.2573,下限:1.00上限:2.30,2020年08月26日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=16d862db-fc7b-43b3-96a7-e152617b0ebb,2020-08-24 18:40:53
宣汉县,正原微玻纤五期,宣汉县普光微玻纤新材料产业园,工业用地,其它,10.365200,挂牌出让,10,543.4344,下限:0.70上限:,2020年08月25日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=eab95c7a-1451-4ca1-b008-f64654da614e,2020-08-24 18:40:56
金堂县,中电建成都建筑工业化有限责任公司,成都环保应急产业功能区内（三溪片区），北临玉圣路，南临项目用地，西临公园绿地，东临公园绿地,工业用地,制造业,13.383761,挂牌出让,20,1463.5142,下限:1.00上限:3.00,2020年08月24日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=17cbb795-4191-4ec5-bfcc-633249281fb8,2020-08-24 18:40:58
德阳市本级,EPE新材料技术开发及应用项目（华良）,市区岷山南路东侧,工业用地,塑料制品业,0.720268,挂牌出让,50,146.9347,下限:0.70上限:,2020年08月24日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c39cec8d-f3b2-4139-8c03-e0d688bd8fb8,2020-08-24 18:41:01
德昌县,德昌县K-2740号地块,德昌县东干道南延线东侧,城镇住宅用地,房地产业,4.007429,拍卖出让,城镇住宅用地70年;其他商服用地40年;,14000.0000,下限:1.00上限:2.00,2020年08月21日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b1e8ac93-1dee-480b-91ca-dcefaf473ff1,2020-08-24 18:41:03
青川县,青川县国资大厦建设项目,青川县城新城区北井坝组团(北井坝大桥北端),商务金融用地,房屋和土木工程业,0.125122,拍卖出让,40,248.0000,下限:上限:3.00,2020年08月20日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0efd43ac-d460-4ba0-8a54-fd03ece93bfa,2020-08-24 18:41:06
名山县,杰伶雅苑三期,名山城区蒙顶山大道,城镇住宅用地,房地产业,4.051943,拍卖出让,70,17625.9521,下限:1.00上限:2.50,2020年08月20日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1aab0a64-8172-4952-b5d2-09c66de2c743,2020-08-24 18:41:08
成都市本级,金牛区营门口街道茶店子村2、5、6组住宅项目,金牛区营门口街道茶店子村2、5、6组,城镇住宅用地,房地产业,2.694225,拍卖出让,70,145486.8000,下限:1.00上限:3.00,2020年08月20日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=90a41fb0-e6c1-4e36-b00d-ee7fa386f733,2020-08-24 18:41:11
龙泉驿区,成都华侨城锦华投资有限公司,龙泉驿区东安湖片区董郎路以西、环湖南路以北,商务金融用地,文化、体育和娱乐业,5.439418,拍卖出让,40,8369.6746,下限:上限:1.00,2020年08月20日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ea3139e1-8a92-4cc1-911a-f3ad9daea523,2020-08-24 18:41:13
广汉市,广汉市城乡建设发展有限公司,小汉镇,公用设施用地,建筑业,1.336160,挂牌出让,50,400.8480,下限:1.00上限:,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=522c3d64-6c32-4573-bca0-b71862136d97,2020-08-24 18:41:16
